Task ID: 1, Assigned to Server: 1, Server Current Utilization: 0.0612815
Task ID: 1743, Assigned to Server: 1, Server Current Utilization: 0.816036
Task ID: 1744, Assigned to Server: 1, Server Current Utilization: 0.8687
Task ID: 1745, Assigned to Server: 1, Server Current Utilization: 1.05667
Task ID: 1746, Assigned to Server: 3, Server Current Utilization: 0.877614
Task ID: 1747, Assigned to Server: 3, Server Current Utilization: 0.943318
Task ID: 1748, Assigned to Server: 3, Server Current Utilization: 0.97388
Task ID: 1749, Assigned to Server: 1, Server Current Utilization: 0.674907
Task ID: 1750, Assigned to Server: 1, Server Current Utilization: 0.795003
Task ID: 1751, Assigned to Server: 1, Server Current Utilization: 0.94555
Task ID: 1752, Assigned to Server: 2, Server Current Utilization: 0.979704
Task ID: 1753, Assigned to Server: 1, Server Current Utilization: 0.873003
Task ID: 1754, Assigned to Server: 1, Server Current Utilization: 0.923146
Task ID: 1755, Assigned to Server: 3, Server Current Utilization: 0.962734
Task ID: 1756, Assigned to Server: 1, Server Current Utilization: 0.915524
Task ID: 1757, Assigned to Server: 1, Server Current Utilization: 0.973187
Task ID: 1758, Assigned to Server: 3, Server Current Utilization: 1.02947
Task ID: 1759, Assigned to Server: 2, Server Current Utilization: 0.931224
Task ID: 1760, Assigned to Server: 2, Server Current Utilization: 0.970547
Task ID: 1761, Assigned to Server: 2, Server Current Utilization: 1.06399
Task ID: 1762, Assigned to Server: 1, Server Current Utilization: 1.12493
Task ID: 1763, Assigned to Server: 3, Server Current Utilization: 0.973087
Task ID: 1764, Assigned to Server: 3, Server Current Utilization: 1.01423
Task ID: 1769, Assigned to Server: 2, Server Current Utilization: 0.729625
Task ID: 1770, Assigned to Server: 2, Server Current Utilization: 0.769681
Task ID: 1771, Assigned to Server: 2, Server Current Utilization: 0.887459
Task ID: 1772, Assigned to Server: 1, Server Current Utilization: 1.06166
Task ID: 1773, Assigned to Server: 3, Server Current Utilization: 0.915666
Task ID: 1774, Assigned to Server: 2, Server Current Utilization: 0.852065
Task ID: 1775, Assigned to Server: 2, Server Current Utilization: 0.923783
Task ID: 1776, Assigned to Server: 3, Server Current Utilization: 0.870276
Task ID: 1777, Assigned to Server: 3, Server Current Utilization: 0.92619
Task ID: 1778, Assigned to Server: 1, Server Current Utilization: 0.969924
Task ID: 1779, Assigned to Server: 2, Server Current Utilization: 0.749653
Task ID: 1780, Assigned to Server: 2, Server Current Utilization: 0.885773
Task ID: 1781, Assigned to Server: 2, Server Current Utilization: 0.852715
Task ID: 1782, Assigned to Server: 3, Server Current Utilization: 0.771305
Task ID: 1783, Assigned to Server: 3, Server Current Utilization: 0.861987
Task ID: 1784, Assigned to Server: 2, Server Current Utilization: 1.13728
Task ID: 1785, Assigned to Server: 3, Server Current Utilization: 0.886643
Task ID: 1786, Assigned to Server: 3, Server Current Utilization: 1.0198
Task ID: 1787, Assigned to Server: 1, Server Current Utilization: 0.909242
Task ID: 1788, Assigned to Server: 1, Server Current Utilization: 1.03846
Task ID: 1791, Assigned to Server: 3, Server Current Utilization: 0.995528
Task ID: 1792, Assigned to Server: 3, Server Current Utilization: 1.05791
Task ID: 1795, Assigned to Server: 1, Server Current Utilization: 0.883285
Task ID: 1796, Assigned to Server: 1, Server Current Utilization: 0.980551
Task ID: 1797, Assigned to Server: 2, Server Current Utilization: 1.0274
Task ID: 1798, Assigned to Server: 1, Server Current Utilization: 0.935677
Task ID: 1799, Assigned to Server: 1, Server Current Utilization: 1.52713
Task ID: 1801, Assigned to Server: 2, Server Current Utilization: 0.909463
Task ID: 1802, Assigned to Server: 2, Server Current Utilization: 0.947765
Task ID: 1803, Assigned to Server: 2, Server Current Utilization: 1.04104
Task ID: 1804, Assigned to Server: 3, Server Current Utilization: 0.94747
Task ID: 1805, Assigned to Server: 3, Server Current Utilization: 0.980724
Task ID: 1806, Assigned to Server: 3, Server Current Utilization: 1.03296
Task ID: 1808, Assigned to Server: 2, Server Current Utilization: 1.00952
Task ID: 1811, Assigned to Server: 1, Server Current Utilization: 0.906719
Task ID: 1812, Assigned to Server: 1, Server Current Utilization: 1.13367
Task ID: 1813, Assigned to Server: 3, Server Current Utilization: 0.89821
Task ID: 1814, Assigned to Server: 3, Server Current Utilization: 0.977959
Task ID: 1815, Assigned to Server: 2, Server Current Utilization: 1.0224
Task ID: 1816, Assigned to Server: 3, Server Current Utilization: 1.00898
Task ID: 1821, Assigned to Server: 2, Server Current Utilization: 0.71775
Task ID: 1822, Assigned to Server: 2, Server Current Utilization: 0.821796
Task ID: 1823, Assigned to Server: 2, Server Current Utilization: 0.869213
Task ID: 1824, Assigned to Server: 1, Server Current Utilization: 0.368676
Task ID: 1825, Assigned to Server: 1, Server Current Utilization: 0.592139
Task ID: 1826, Assigned to Server: 1, Server Current Utilization: 0.887361
Task ID: 1827, Assigned to Server: 2, Server Current Utilization: 0.795716
Task ID: 1828, Assigned to Server: 2, Server Current Utilization: 0.836522
Task ID: 1829, Assigned to Server: 3, Server Current Utilization: 0.818105
Task ID: 1830, Assigned to Server: 3, Server Current Utilization: 0.864837
Task ID: 1831, Assigned to Server: 1, Server Current Utilization: 0.61086
Task ID: 1832, Assigned to Server: 1, Server Current Utilization: 0.80951
Task ID: 1833, Assigned to Server: 1, Server Current Utilization: 0.866295
Task ID: 1834, Assigned to Server: 2, Server Current Utilization: 0.761569
Task ID: 1835, Assigned to Server: 2, Server Current Utilization: 0.795042
Task ID: 1836, Assigned to Server: 2, Server Current Utilization: 1.06534
Task ID: 1837, Assigned to Server: 1, Server Current Utilization: 0.51882
Task ID: 1838, Assigned to Server: 1, Server Current Utilization: 0.762496
Task ID: 1839, Assigned to Server: 1, Server Current Utilization: 0.894588
Task ID: 1840, Assigned to Server: 3, Server Current Utilization: 0.615548
Task ID: 1841, Assigned to Server: 3, Server Current Utilization: 0.714593
Task ID: 1842, Assigned to Server: 3, Server Current Utilization: 0.849865
Task ID: 1843, Assigned to Server: 3, Server Current Utilization: 0.914962
Task ID: 1844, Assigned to Server: 2, Server Current Utilization: 0.8337
Task ID: 1845, Assigned to Server: 1, Server Current Utilization: 0.709422
Task ID: 1846, Assigned to Server: 1, Server Current Utilization: 0.862108
Task ID: 1847, Assigned to Server: 2, Server Current Utilization: 0.869146
Task ID: 1848, Assigned to Server: 1, Server Current Utilization: 0.969975
Task ID: 1849, Assigned to Server: 3, Server Current Utilization: 0.882318
Task ID: 1850, Assigned to Server: 2, Server Current Utilization: 0.923846
Task ID: 1851, Assigned to Server: 3, Server Current Utilization: 0.876847
Task ID: 1852, Assigned to Server: 3, Server Current Utilization: 0.927189
Task ID: 1853, Assigned to Server: 1, Server Current Utilization: 0.672039
Task ID: 1854, Assigned to Server: 1, Server Current Utilization: 0.808546
Task ID: 1855, Assigned to Server: 1, Server Current Utilization: 0.884255
Task ID: 1856, Assigned to Server: 1, Server Current Utilization: 1.11056
Task ID: 1857, Assigned to Server: 2, Server Current Utilization: 0.828665
Task ID: 1858, Assigned to Server: 2, Server Current Utilization: 0.904066
Task ID: 1859, Assigned to Server: 3, Server Current Utilization: 0.89336
Task ID: 1860, Assigned to Server: 3, Server Current Utilization: 0.924953
Task ID: 1861, Assigned to Server: 2, Server Current Utilization: 0.88635
Task ID: 1862, Assigned to Server: 2, Server Current Utilization: 1.07228
Task ID: 1863, Assigned to Server: 1, Server Current Utilization: 1.19506
Task ID: 1864, Assigned to Server: 3, Server Current Utilization: 0.855563
Task ID: 1865, Assigned to Server: 3, Server Current Utilization: 0.88531
Task ID: 1866, Assigned to Server: 3, Server Current Utilization: 0.946629
Task ID: 1867, Assigned to Server: 3, Server Current Utilization: 1.02377
Task ID: 1870, Assigned to Server: 2, Server Current Utilization: 0.672739
Task ID: 1871, Assigned to Server: 2, Server Current Utilization: 0.843812
Task ID: 1872, Assigned to Server: 2, Server Current Utilization: 0.906402
Task ID: 1873, Assigned to Server: 2, Server Current Utilization: 0.887722
Task ID: 1874, Assigned to Server: 2, Server Current Utilization: 1.03279
Task ID: 1875, Assigned to Server: 1, Server Current Utilization: 0.931707
Task ID: 1876, Assigned to Server: 3, Server Current Utilization: 0.893791
Task ID: 1877, Assigned to Server: 3, Server Current Utilization: 0.934879
Task ID: 1878, Assigned to Server: 1, Server Current Utilization: 0.967611
Task ID: 1879, Assigned to Server: 2, Server Current Utilization: 1.03171
Task ID: 1880, Assigned to Server: 3, Server Current Utilization: 1.01524
Task ID: 1881, Assigned to Server: 1, Server Current Utilization: 0.817027
Task ID: 1882, Assigned to Server: 1, Server Current Utilization: 0.947766
Task ID: 1883, Assigned to Server: 1, Server Current Utilization: 0.577609
Task ID: 1884, Assigned to Server: 1, Server Current Utilization: 0.666641
Task ID: 1885, Assigned to Server: 1, Server Current Utilization: 0.801347
Task ID: 1886, Assigned to Server: 1, Server Current Utilization: 0.779151
Task ID: 1887, Assigned to Server: 1, Server Current Utilization: 0.854083
Task ID: 1888, Assigned to Server: 1, Server Current Utilization: 0.9637
Task ID: 1889, Assigned to Server: 3, Server Current Utilization: 0.784528
Task ID: 1890, Assigned to Server: 3, Server Current Utilization: 0.840992
Task ID: 1891, Assigned to Server: 3, Server Current Utilization: 0.909021
Task ID: 1892, Assigned to Server: 3, Server Current Utilization: 0.948185
Task ID: 1893, Assigned to Server: 2, Server Current Utilization: 1.04896
Task ID: 1894, Assigned to Server: 1, Server Current Utilization: 1.08841
Task ID: 1895, Assigned to Server: 3, Server Current Utilization: 0.94958
Task ID: 1896, Assigned to Server: 3, Server Current Utilization: 0.928992
Task ID: 1897, Assigned to Server: 3, Server Current Utilization: 0.997152
Task ID: 1898, Assigned to Server: 3, Server Current Utilization: 1.05713
Task ID: 1899, Assigned to Server: 2, Server Current Utilization: 0.871128
Task ID: 1900, Assigned to Server: 2, Server Current Utilization: 1.33895
Task ID: 1901, Assigned to Server: 1, Server Current Utilization: 1.04532
Task ID: 1906, Assigned to Server: 3, Server Current Utilization: 0.916462
Task ID: 1907, Assigned to Server: 3, Server Current Utilization: 0.962068
Task ID: 1908, Assigned to Server: 1, Server Current Utilization: 0.8863
Task ID: 1909, Assigned to Server: 1, Server Current Utilization: 0.905862
Task ID: 1910, Assigned to Server: 1, Server Current Utilization: 1.0273
Task ID: 1911, Assigned to Server: 3, Server Current Utilization: 0.96515
Task ID: 1912, Assigned to Server: 3, Server Current Utilization: 1.10113
Task ID: 1913, Assigned to Server: 2, Server Current Utilization: 0.614796
Task ID: 1914, Assigned to Server: 2, Server Current Utilization: 0.650825
Task ID: 1915, Assigned to Server: 2, Server Current Utilization: 0.826851
Task ID: 1916, Assigned to Server: 2, Server Current Utilization: 1.33601
Task ID: 1917, Assigned to Server: 1, Server Current Utilization: 0.947457
Task ID: 1918, Assigned to Server: 1, Server Current Utilization: 1.18443
Task ID: 1919, Assigned to Server: 3, Server Current Utilization: 0.964179
Task ID: 1920, Assigned to Server: 3, Server Current Utilization: 1.16556
Task ID: 1922, Assigned to Server: 1, Server Current Utilization: 0.894103
Task ID: 1923, Assigned to Server: 1, Server Current Utilization: 0.961498
Task ID: 1924, Assigned to Server: 1, Server Current Utilization: 1.21491
Task ID: 1929, Assigned to Server: 2, Server Current Utilization: 0.758799
Task ID: 1930, Assigned to Server: 2, Server Current Utilization: 1.00078
Task ID: 1931, Assigned to Server: 3, Server Current Utilization: 0.945877
Task ID: 1932, Assigned to Server: 3, Server Current Utilization: 0.926374
Task ID: 1933, Assigned to Server: 3, Server Current Utilization: 0.951967
Task ID: 1934, Assigned to Server: 3, Server Current Utilization: 0.999689
Task ID: 1935, Assigned to Server: 1, Server Current Utilization: 1.01328
Task ID: 1936, Assigned to Server: 2, Server Current Utilization: 1.00824
Task ID: 1937, Assigned to Server: 3, Server Current Utilization: 0.988065
Task ID: 1938, Assigned to Server: 3, Server Current Utilization: 1.02944
Task ID: 1942, Assigned to Server: 1, Server Current Utilization: 0.626371
Task ID: 1943, Assigned to Server: 1, Server Current Utilization: 0.751668
Task ID: 1944, Assigned to Server: 1, Server Current Utilization: 1.18534
Task ID: 1945, Assigned to Server: 2, Server Current Utilization: 0.495732
Task ID: 1946, Assigned to Server: 2, Server Current Utilization: 0.628138
Task ID: 1947, Assigned to Server: 2, Server Current Utilization: 0.675813
Task ID: 1948, Assigned to Server: 2, Server Current Utilization: 0.733896
Task ID: 1949, Assigned to Server: 2, Server Current Utilization: 0.560541
Task ID: 1950, Assigned to Server: 2, Server Current Utilization: 0.604292
Task ID: 1951, Assigned to Server: 2, Server Current Utilization: 0.750244
Task ID: 1952, Assigned to Server: 2, Server Current Utilization: 0.610934
Task ID: 1953, Assigned to Server: 2, Server Current Utilization: 0.864599
Task ID: 1954, Assigned to Server: 3, Server Current Utilization: 0.825827
Task ID: 1955, Assigned to Server: 1, Server Current Utilization: 0.670754
Task ID: 1956, Assigned to Server: 1, Server Current Utilization: 0.799648
Task ID: 1957, Assigned to Server: 1, Server Current Utilization: 0.853986
Task ID: 1958, Assigned to Server: 3, Server Current Utilization: 0.810629
Task ID: 1959, Assigned to Server: 3, Server Current Utilization: 0.869709
Task ID: 1960, Assigned to Server: 2, Server Current Utilization: 0.796947
Task ID: 1961, Assigned to Server: 2, Server Current Utilization: 1.02337
Task ID: 1962, Assigned to Server: 1, Server Current Utilization: 0.404975
Task ID: 1963, Assigned to Server: 1, Server Current Utilization: 0.569073
Task ID: 1964, Assigned to Server: 1, Server Current Utilization: 0.651677
Task ID: 1965, Assigned to Server: 1, Server Current Utilization: 0.848069
Task ID: 1966, Assigned to Server: 3, Server Current Utilization: 0.734984
Task ID: 1967, Assigned to Server: 3, Server Current Utilization: 0.78824
Task ID: 1968, Assigned to Server: 3, Server Current Utilization: 0.81007
Task ID: 1969, Assigned to Server: 3, Server Current Utilization: 0.86112
Task ID: 1970, Assigned to Server: 1, Server Current Utilization: 0.790957
Task ID: 1971, Assigned to Server: 1, Server Current Utilization: 0.946031
Task ID: 1972, Assigned to Server: 2, Server Current Utilization: 0.893494
Task ID: 1973, Assigned to Server: 3, Server Current Utilization: 0.690549
Task ID: 1974, Assigned to Server: 3, Server Current Utilization: 0.719322
Task ID: 1975, Assigned to Server: 3, Server Current Utilization: 0.72597
Task ID: 1976, Assigned to Server: 3, Server Current Utilization: 0.791467
Task ID: 1977, Assigned to Server: 3, Server Current Utilization: 0.819198
Task ID: 1978, Assigned to Server: 2, Server Current Utilization: 0.725436
Task ID: 1979, Assigned to Server: 2, Server Current Utilization: 0.770489
Task ID: 1980, Assigned to Server: 2, Server Current Utilization: 0.890152
Task ID: 1981, Assigned to Server: 1, Server Current Utilization: 0.801811
Task ID: 1982, Assigned to Server: 3, Server Current Utilization: 0.800704
Task ID: 1983, Assigned to Server: 3, Server Current Utilization: 0.869632
Task ID: 1984, Assigned to Server: 1, Server Current Utilization: 0.967852
Task ID: 1985, Assigned to Server: 2, Server Current Utilization: 0.572643
Task ID: 1986, Assigned to Server: 2, Server Current Utilization: 0.6174
Task ID: 1987, Assigned to Server: 2, Server Current Utilization: 0.747493
Task ID: 1988, Assigned to Server: 1, Server Current Utilization: 0.688674
Task ID: 1989, Assigned to Server: 1, Server Current Utilization: 0.801705
Task ID: 1990, Assigned to Server: 2, Server Current Utilization: 0.603667
Task ID: 1991, Assigned to Server: 2, Server Current Utilization: 0.746842
Task ID: 1992, Assigned to Server: 2, Server Current Utilization: 0.799621
Task ID: 1993, Assigned to Server: 3, Server Current Utilization: 0.758222
Task ID: 1994, Assigned to Server: 1, Server Current Utilization: 0.430423
Task ID: 1995, Assigned to Server: 1, Server Current Utilization: 0.517091
Task ID: 1996, Assigned to Server: 1, Server Current Utilization: 0.701246
Task ID: 1997, Assigned to Server: 1, Server Current Utilization: 1.00568
Task ID: 1998, Assigned to Server: 3, Server Current Utilization: 0.744782
Task ID: 1999, Assigned to Server: 2, Server Current Utilization: 0.765846
Task ID: 2000, Assigned to Server: 3, Server Current Utilization: 0.774082
Task ID: 2001, Assigned to Server: 2, Server Current Utilization: 0.728283
Task ID: 2002, Assigned to Server: 2, Server Current Utilization: 0.886247
Task ID: 2003, Assigned to Server: 3, Server Current Utilization: 0.746228
Task ID: 2004, Assigned to Server: 1, Server Current Utilization: 0.706613
Task ID: 2005, Assigned to Server: 1, Server Current Utilization: 0.799478
Task ID: 2006, Assigned to Server: 3, Server Current Utilization: 0.744791
Task ID: 2007, Assigned to Server: 3, Server Current Utilization: 0.81889
Task ID: 2008, Assigned to Server: 1, Server Current Utilization: 0.827983
Task ID: 2009, Assigned to Server: 3, Server Current Utilization: 0.864608
Task ID: 2010, Assigned to Server: 1, Server Current Utilization: 1.07151
Task ID: 2011, Assigned to Server: 2, Server Current Utilization: 0.744395
Task ID: 2012, Assigned to Server: 2, Server Current Utilization: 0.834286
Task ID: 2013, Assigned to Server: 2, Server Current Utilization: 0.938424
Task ID: 2014, Assigned to Server: 3, Server Current Utilization: 0.788926
Task ID: 2015, Assigned to Server: 3, Server Current Utilization: 0.851126
Task ID: 2016, Assigned to Server: 3, Server Current Utilization: 0.935651
Task ID: 2017, Assigned to Server: 1, Server Current Utilization: 0.581609
Task ID: 2018, Assigned to Server: 1, Server Current Utilization: 0.736733
Task ID: 2019, Assigned to Server: 1, Server Current Utilization: 0.853396
Task ID: 2020, Assigned to Server: 1, Server Current Utilization: 1.21378
Task ID: 2021, Assigned to Server: 2, Server Current Utilization: 0.619665
Task ID: 2022, Assigned to Server: 2, Server Current Utilization: 0.658735
Task ID: 2023, Assigned to Server: 2, Server Current Utilization: 0.766451
Task ID: 2024, Assigned to Server: 2, Server Current Utilization: 0.755979
Task ID: 2025, Assigned to Server: 2, Server Current Utilization: 1.07974
Task ID: 2026, Assigned to Server: 3, Server Current Utilization: 0.851321
Task ID: 2027, Assigned to Server: 3, Server Current Utilization: 0.885052
Task ID: 2028, Assigned to Server: 3, Server Current Utilization: 1.01993
Task ID: 2030, Assigned to Server: 1, Server Current Utilization: 0.987312
Task ID: 2031, Assigned to Server: 1, Server Current Utilization: 1.24555
Task ID: 2032, Assigned to Server: 2, Server Current Utilization: 1.00707
Task ID: 2034, Assigned to Server: 3, Server Current Utilization: 0.973174
Task ID: 2035, Assigned to Server: 3, Server Current Utilization: 0.999681
Task ID: 2036, Assigned to Server: 3, Server Current Utilization: 1.15593
Task ID: 2037, Assigned to Server: 2, Server Current Utilization: 0.894265
Task ID: 2038, Assigned to Server: 2, Server Current Utilization: 0.931281
Task ID: 2039, Assigned to Server: 2, Server Current Utilization: 1.0927
Task ID: 2044, Assigned to Server: 1, Server Current Utilization: 0.66636
Task ID: 2045, Assigned to Server: 1, Server Current Utilization: 0.952484
Task ID: 2046, Assigned to Server: 1, Server Current Utilization: 1.0528
Task ID: 2047, Assigned to Server: 2, Server Current Utilization: 0.949466
Task ID: 2048, Assigned to Server: 2, Server Current Utilization: 1.04607
Task ID: 2049, Assigned to Server: 3, Server Current Utilization: 0.974632
Task ID: 2050, Assigned to Server: 1, Server Current Utilization: 0.609562
Task ID: 2051, Assigned to Server: 1, Server Current Utilization: 0.692461
Task ID: 2052, Assigned to Server: 1, Server Current Utilization: 0.978693
Task ID: 2053, Assigned to Server: 3, Server Current Utilization: 0.957713
Task ID: 2054, Assigned to Server: 2, Server Current Utilization: 0.964233
Task ID: 2055, Assigned to Server: 3, Server Current Utilization: 1.02533
Task ID: 2056, Assigned to Server: 2, Server Current Utilization: 1.16573
Task ID: 2057, Assigned to Server: 1, Server Current Utilization: 0.708691
Task ID: 2058, Assigned to Server: 1, Server Current Utilization: 0.77835
Task ID: 2059, Assigned to Server: 1, Server Current Utilization: 0.886203
Task ID: 2060, Assigned to Server: 2, Server Current Utilization: 0.782897
Task ID: 2061, Assigned to Server: 2, Server Current Utilization: 0.849945
Task ID: 2062, Assigned to Server: 2, Server Current Utilization: 1.00117
Task ID: 2063, Assigned to Server: 1, Server Current Utilization: 0.803012
Task ID: 2064, Assigned to Server: 1, Server Current Utilization: 0.938074
Task ID: 2065, Assigned to Server: 3, Server Current Utilization: 0.828156
Task ID: 2066, Assigned to Server: 3, Server Current Utilization: 0.856379
Task ID: 2067, Assigned to Server: 3, Server Current Utilization: 0.824655
Task ID: 2068, Assigned to Server: 3, Server Current Utilization: 0.872831
Task ID: 2069, Assigned to Server: 3, Server Current Utilization: 0.979499
Task ID: 2070, Assigned to Server: 1, Server Current Utilization: 0.935169
Task ID: 2071, Assigned to Server: 2, Server Current Utilization: 1.14984
Task ID: 2072, Assigned to Server: 1, Server Current Utilization: 1.13849
Task ID: 2073, Assigned to Server: 3, Server Current Utilization: 0.966739
Task ID: 2074, Assigned to Server: 3, Server Current Utilization: 1.03953
Task ID: 2076, Assigned to Server: 1, Server Current Utilization: 1.10595
Task ID: 2080, Assigned to Server: 3, Server Current Utilization: 0.833282
Task ID: 2081, Assigned to Server: 3, Server Current Utilization: 0.881208
Task ID: 2082, Assigned to Server: 3, Server Current Utilization: 0.91269
Task ID: 2083, Assigned to Server: 3, Server Current Utilization: 0.937066
Task ID: 2084, Assigned to Server: 2, Server Current Utilization: 0.768433
Task ID: 2085, Assigned to Server: 2, Server Current Utilization: 0.928196
Task ID: 2086, Assigned to Server: 1, Server Current Utilization: 1.08549
Task ID: 2087, Assigned to Server: 2, Server Current Utilization: 0.887841
Task ID: 2088, Assigned to Server: 2, Server Current Utilization: 0.936284
Task ID: 2089, Assigned to Server: 2, Server Current Utilization: 1.13763
Task ID: 2090, Assigned to Server: 3, Server Current Utilization: 0.779951
Task ID: 2091, Assigned to Server: 3, Server Current Utilization: 0.885814
Task ID: 2092, Assigned to Server: 3, Server Current Utilization: 0.968004
Task ID: 2093, Assigned to Server: 1, Server Current Utilization: 0.899458
Task ID: 2094, Assigned to Server: 1, Server Current Utilization: 0.983845
Task ID: 2095, Assigned to Server: 3, Server Current Utilization: 0.952829
Task ID: 2096, Assigned to Server: 2, Server Current Utilization: 0.567506
Task ID: 2097, Assigned to Server: 2, Server Current Utilization: 0.613774
Task ID: 2098, Assigned to Server: 2, Server Current Utilization: 0.653338
Task ID: 2099, Assigned to Server: 2, Server Current Utilization: 0.693351
Task ID: 2100, Assigned to Server: 2, Server Current Utilization: 0.751404
Task ID: 2101, Assigned to Server: 2, Server Current Utilization: 0.858907
Task ID: 2102, Assigned to Server: 1, Server Current Utilization: 0.5763
Task ID: 2103, Assigned to Server: 1, Server Current Utilization: 0.556392
Task ID: 2104, Assigned to Server: 1, Server Current Utilization: 1.06497
Task ID: 2105, Assigned to Server: 3, Server Current Utilization: 0.83912
Task ID: 2106, Assigned to Server: 2, Server Current Utilization: 0.818207
Task ID: 2107, Assigned to Server: 2, Server Current Utilization: 0.855445
Task ID: 2108, Assigned to Server: 3, Server Current Utilization: 0.86863
Task ID: 2109, Assigned to Server: 2, Server Current Utilization: 0.825925
Task ID: 2110, Assigned to Server: 2, Server Current Utilization: 0.860325
Task ID: 2111, Assigned to Server: 2, Server Current Utilization: 0.900569
Task ID: 2112, Assigned to Server: 3, Server Current Utilization: 0.902683
Task ID: 2113, Assigned to Server: 1, Server Current Utilization: 0.780261
Task ID: 2114, Assigned to Server: 1, Server Current Utilization: 0.903248
Task ID: 2115, Assigned to Server: 2, Server Current Utilization: 0.948485
Task ID: 2116, Assigned to Server: 3, Server Current Utilization: 0.864651
Task ID: 2117, Assigned to Server: 3, Server Current Utilization: 0.890287
Task ID: 2118, Assigned to Server: 3, Server Current Utilization: 0.926894
Task ID: 2119, Assigned to Server: 1, Server Current Utilization: 0.215933
Task ID: 2120, Assigned to Server: 1, Server Current Utilization: 0.294663
Task ID: 2121, Assigned to Server: 1, Server Current Utilization: 0.436957
Task ID: 2122, Assigned to Server: 1, Server Current Utilization: 0.444387
Task ID: 2123, Assigned to Server: 1, Server Current Utilization: 0.692609
Task ID: 2124, Assigned to Server: 1, Server Current Utilization: 0.919622
Task ID: 2125, Assigned to Server: 2, Server Current Utilization: 0.712374
Task ID: 2126, Assigned to Server: 2, Server Current Utilization: 0.756634
Task ID: 2127, Assigned to Server: 3, Server Current Utilization: 0.79492
Task ID: 2128, Assigned to Server: 2, Server Current Utilization: 0.967208
Task ID: 2129, Assigned to Server: 3, Server Current Utilization: 0.775438
Task ID: 2130, Assigned to Server: 3, Server Current Utilization: 0.812676
Task ID: 2131, Assigned to Server: 3, Server Current Utilization: 0.898108
Task ID: 2132, Assigned to Server: 1, Server Current Utilization: 0.737804
Task ID: 2133, Assigned to Server: 1, Server Current Utilization: 0.927168
Task ID: 2134, Assigned to Server: 3, Server Current Utilization: 0.942164
Task ID: 2135, Assigned to Server: 2, Server Current Utilization: 0.840575
Task ID: 2136, Assigned to Server: 2, Server Current Utilization: 1.00176
Task ID: 2137, Assigned to Server: 1, Server Current Utilization: 0.95917
Task ID: 2138, Assigned to Server: 3, Server Current Utilization: 0.944736
Task ID: 2139, Assigned to Server: 3, Server Current Utilization: 0.96455
Task ID: 2140, Assigned to Server: 1, Server Current Utilization: 0.95185
Task ID: 2141, Assigned to Server: 1, Server Current Utilization: 1.27708
Task ID: 2142, Assigned to Server: 2, Server Current Utilization: 0.864579
Task ID: 2143, Assigned to Server: 2, Server Current Utilization: 0.99621
Task ID: 2144, Assigned to Server: 3, Server Current Utilization: 0.989787
Task ID: 2145, Assigned to Server: 3, Server Current Utilization: 0.932668
Task ID: 2146, Assigned to Server: 3, Server Current Utilization: 1.01332
Task ID: 2147, Assigned to Server: 2, Server Current Utilization: 1.02675
Task ID: 2149, Assigned to Server: 1, Server Current Utilization: 0.919168
Task ID: 2150, Assigned to Server: 1, Server Current Utilization: 1.05332
Task ID: 2152, Assigned to Server: 3, Server Current Utilization: 0.983155
Task ID: 2153, Assigned to Server: 3, Server Current Utilization: 1.13207
Task ID: 2154, Assigned to Server: 2, Server Current Utilization: 1.02647
Task ID: 2155, Assigned to Server: 1, Server Current Utilization: 0.86751
Task ID: 2156, Assigned to Server: 1, Server Current Utilization: 1.08565
Task ID: 2158, Assigned to Server: 2, Server Current Utilization: 0.970887
Task ID: 2159, Assigned to Server: 2, Server Current Utilization: 1.01864
Task ID: 2162, Assigned to Server: 1, Server Current Utilization: 0.653249
Task ID: 2163, Assigned to Server: 1, Server Current Utilization: 0.717107
Task ID: 2164, Assigned to Server: 1, Server Current Utilization: 1.50681
Task ID: 2165, Assigned to Server: 3, Server Current Utilization: 0.926443
Task ID: 2166, Assigned to Server: 3, Server Current Utilization: 0.971104
Task ID: 2167, Assigned to Server: 2, Server Current Utilization: 0.773104
Task ID: 2168, Assigned to Server: 2, Server Current Utilization: 0.795402
Task ID: 2169, Assigned to Server: 2, Server Current Utilization: 0.847594
Task ID: 2170, Assigned to Server: 2, Server Current Utilization: 0.993296
Task ID: 2171, Assigned to Server: 3, Server Current Utilization: 1.09537
Task ID: 2172, Assigned to Server: 2, Server Current Utilization: 0.950328
Task ID: 2173, Assigned to Server: 2, Server Current Utilization: 1.03509
Task ID: 2175, Assigned to Server: 1, Server Current Utilization: 0.930761
Task ID: 2176, Assigned to Server: 1, Server Current Utilization: 1.0421
Task ID: 2178, Assigned to Server: 2, Server Current Utilization: 0.896833
Task ID: 2179, Assigned to Server: 2, Server Current Utilization: 0.952647
Task ID: 2180, Assigned to Server: 2, Server Current Utilization: 1.04356
Task ID: 2181, Assigned to Server: 3, Server Current Utilization: 0.918865
Task ID: 2182, Assigned to Server: 3, Server Current Utilization: 1.11035
Task ID: 2183, Assigned to Server: 1, Server Current Utilization: 0.34255
Task ID: 2184, Assigned to Server: 1, Server Current Utilization: 0.562781
Task ID: 2185, Assigned to Server: 1, Server Current Utilization: 0.628061
Task ID: 2186, Assigned to Server: 1, Server Current Utilization: 0.682895
Task ID: 2187, Assigned to Server: 1, Server Current Utilization: 0.800954
Task ID: 2188, Assigned to Server: 1, Server Current Utilization: 0.797781
